InstrumentID,ExchangeID,ProductID,ProductClass,UnderlyingExchangeID,UnderlyingInstrID,InstrumentID2,ExchangeID2,ProductID2,ProductClass2,UnderlyingExchangeID2,UnderlyingInstrID2,PriceTick,ExpireDate,Symbol
TF1712,CFFEX,TF,Futures,CFFEX,,TF1712,CFFEX,TF,FUTURES,CFFEX,,0.005,20171208,CFFEX.TF1712
T1712,CFFEX,T,Futures,CFFEX,,T1712,CFFEX,T,FUTURES,CFFEX,,0.005,20171208,CFFEX.T1712
m1805-C-3000,DCE,m_o,Options,DCE,m1805,M1805-C-3000,DCE,M_O,OPTIONS,DCE,M1805,0.5,20180411,DCE.M1805-C-3000
m1805-P-3000,DCE,m_o,Options,DCE,m1805,M1805-P-3000,DCE,M_O,OPTIONS,DCE,M1805,0.5,20180411,DCE.M1805-P-3000
SR811C7300,CZCE,SR_O,Options,CZCE,SR811,SR811C7300,CZCE,SR_O,OPTIONS,CZCE,SR811,0.5,20180924,CZCE.SR811C7300
SR811P7300,CZCE,SR_O,Options,CZCE,SR811,SR811P7300,CZCE,SR_O,OPTIONS,CZCE,SR811,0.5,20180924,CZCE.SR811P7300
j1804,DCE,j,Futures,DCE,,J1804,DCE,J,FUTURES,DCE,,0.5,20180418,DCE.J1804
v1804,DCE,v,Futures,DCE,,V1804,DCE,V,FUTURES,DCE,,5.0,20180418,DCE.V1804
MA804,CZCE,MA,Futures,CZCE,,MA804,CZCE,MA,FUTURES,CZCE,,1.0,20180413,CZCE.MA804
TA804,CZCE,TA,Futures,CZCE,,TA804,CZCE,TA,FUTURES,CZCE,,2.0,20180413,CZCE.TA804
jm1804,DCE,jm,Futures,DCE,,JM1804,DCE,JM,FUTURES,DCE,,0.5,20180418,DCE.JM1804
i1804,DCE,i,Futures,DCE,,I1804,DCE,I,FUTURES,DCE,,0.5,20180418,DCE.I1804
jd1805,DCE,jd,Futures,DCE,,JD1805,DCE,JD,FUTURES,DCE,,1.0,20180528,DCE.JD1805
m1712-C-2500,DCE,m_o,Options,DCE,m1712,M1712-C-2500,DCE,M_O,OPTIONS,DCE,M1712,0.5,20171107,DCE.M1712-C-2500
m1712-P-2500,DCE,m_o,Options,DCE,m1712,M1712-P-2500,DCE,M_O,OPTIONS,DCE,M1712,0.5,20171107,DCE.M1712-P-2500
bu1709,SHFE,bu,Futures,SHFE,,BU1709,SHFE,BU,FUTURES,SHFE,,2.0,20170915,SHFE.BU1709
bu1712,SHFE,bu,Futures,SHFE,,BU1712,SHFE,BU,FUTURES,SHFE,,2.0,20171215,SHFE.BU1712
SR801C6900,CZCE,SR_O,Options,CZCE,SR801,SR801C6900,CZCE,SR_O,OPTIONS,CZCE,SR801,0.5,20171124,CZCE.SR801C6900
SR801C7000,CZCE,SR_O,Options,CZCE,SR801,SR801C7000,CZCE,SR_O,OPTIONS,CZCE,SR801,0.5,20171124,CZCE.SR801C7000
SR801C7100,CZCE,SR_O,Options,CZCE,SR801,SR801C7100,CZCE,SR_O,OPTIONS,CZCE,SR801,0.5,20171124,CZCE.SR801C7100
SR801C7200,CZCE,SR_O,Options,CZCE,SR801,SR801C7200,CZCE,SR_O,OPTIONS,CZCE,SR801,0.5,20171124,CZCE.SR801C7200
SR801C7300,CZCE,SR_O,Options,CZCE,SR801,SR801C7300,CZCE,SR_O,OPTIONS,CZCE,SR801,0.5,20171124,CZCE.SR801C7300
SR801C7400,CZCE,SR_O,Options,CZCE,SR801,SR801C7400,CZCE,SR_O,OPTIONS,CZCE,SR801,0.5,20171124,CZCE.SR801C7400
SR801P6400,CZCE,SR_O,Options,CZCE,SR801,SR801P6400,CZCE,SR_O,OPTIONS,CZCE,SR801,0.5,20171124,CZCE.SR801P6400
SR801P6500,CZCE,SR_O,Options,CZCE,SR801,SR801P6500,CZCE,SR_O,OPTIONS,CZCE,SR801,0.5,20171124,CZCE.SR801P6500
SR801P6600,CZCE,SR_O,Options,CZCE,SR801,SR801P6600,CZCE,SR_O,OPTIONS,CZCE,SR801,0.5,20171124,CZCE.SR801P6600
SR801P6700,CZCE,SR_O,Options,CZCE,SR801,SR801P6700,CZCE,SR_O,OPTIONS,CZCE,SR801,0.5,20171124,CZCE.SR801P6700
SR801P6800,CZCE,SR_O,Options,CZCE,SR801,SR801P6800,CZCE,SR_O,OPTIONS,CZCE,SR801,0.5,20171124,CZCE.SR801P6800
SR801P6900,CZCE,SR_O,Options,CZCE,SR801,SR801P6900,CZCE,SR_O,OPTIONS,CZCE,SR801,0.5,20171124,CZCE.SR801P6900
SR801P7000,CZCE,SR_O,Options,CZCE,SR801,SR801P7000,CZCE,SR_O,OPTIONS,CZCE,SR801,0.5,20171124,CZCE.SR801P7000
SR801P7100,CZCE,SR_O,Options,CZCE,SR801,SR801P7100,CZCE,SR_O,OPTIONS,CZCE,SR801,0.5,20171124,CZCE.SR801P7100
SR801P7200,CZCE,SR_O,Options,CZCE,SR801,SR801P7200,CZCE,SR_O,OPTIONS,CZCE,SR801,0.5,20171124,CZCE.SR801P7200
SR801P7300,CZCE,SR_O,Options,CZCE,SR801,SR801P7300,CZCE,SR_O,OPTIONS,CZCE,SR801,0.5,20171124,CZCE.SR801P7300
SR801P7400,CZCE,SR_O,Options,CZCE,SR801,SR801P7400,CZCE,SR_O,OPTIONS,CZCE,SR801,0.5,20171124,CZCE.SR801P7400
SR803C6400,CZCE,SR_O,Options,CZCE,SR803,SR803C6400,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803C6400
SR803C6500,CZCE,SR_O,Options,CZCE,SR803,SR803C6500,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803C6500
SR803C6600,CZCE,SR_O,Options,CZCE,SR803,SR803C6600,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803C6600
SR803C6700,CZCE,SR_O,Options,CZCE,SR803,SR803C6700,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803C6700
SR803C6800,CZCE,SR_O,Options,CZCE,SR803,SR803C6800,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803C6800
SR803C6900,CZCE,SR_O,Options,CZCE,SR803,SR803C6900,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803C6900
SR803C7000,CZCE,SR_O,Options,CZCE,SR803,SR803C7000,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803C7000
SR803C7100,CZCE,SR_O,Options,CZCE,SR803,SR803C7100,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803C7100
SR803C7200,CZCE,SR_O,Options,CZCE,SR803,SR803C7200,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803C7200
fu1804,SHFE,fu,Futures,SHFE,,FU1804,SHFE,FU,FUTURES,SHFE,,1.0,20180330,SHFE.FU1804
m1712-C-2600,DCE,m_o,Options,DCE,m1712,M1712-C-2600,DCE,M_O,OPTIONS,DCE,M1712,0.5,20171107,DCE.M1712-C-2600
m1712-P-2600,DCE,m_o,Options,DCE,m1712,M1712-P-2600,DCE,M_O,OPTIONS,DCE,M1712,0.5,20171107,DCE.M1712-P-2600
m1803-C-2600,DCE,m_o,Options,DCE,m1803,M1803-C-2600,DCE,M_O,OPTIONS,DCE,M1803,0.5,20180215,DCE.M1803-C-2600
m1803-P-2600,DCE,m_o,Options,DCE,m1803,M1803-P-2600,DCE,M_O,OPTIONS,DCE,M1803,0.5,20180215,DCE.M1803-P-2600
SR803C7300,CZCE,SR_O,Options,CZCE,SR803,SR803C7300,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803C7300
SR803C7400,CZCE,SR_O,Options,CZCE,SR803,SR803C7400,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803C7400
SR803P6400,CZCE,SR_O,Options,CZCE,SR803,SR803P6400,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803P6400
SR803P6500,CZCE,SR_O,Options,CZCE,SR803,SR803P6500,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803P6500
SR803P6600,CZCE,SR_O,Options,CZCE,SR803,SR803P6600,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803P6600
SR803P6700,CZCE,SR_O,Options,CZCE,SR803,SR803P6700,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803P6700
SR803P6800,CZCE,SR_O,Options,CZCE,SR803,SR803P6800,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803P6800
SR803P6900,CZCE,SR_O,Options,CZCE,SR803,SR803P6900,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803P6900
SR803P7000,CZCE,SR_O,Options,CZCE,SR803,SR803P7000,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803P7000
SR803P7100,CZCE,SR_O,Options,CZCE,SR803,SR803P7100,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803P7100
SR803P7200,CZCE,SR_O,Options,CZCE,SR803,SR803P7200,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803P7200
SR803P7300,CZCE,SR_O,Options,CZCE,SR803,SR803P7300,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803P7300
SR803P7400,CZCE,SR_O,Options,CZCE,SR803,SR803P7400,CZCE,SR_O,OPTIONS,CZCE,SR803,0.5,20180125,CZCE.SR803P7400
SR805C6400,CZCE,SR_O,Options,CZCE,SR805,SR805C6400,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805C6400
SR805C6500,CZCE,SR_O,Options,CZCE,SR805,SR805C6500,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805C6500
SR805C6600,CZCE,SR_O,Options,CZCE,SR805,SR805C6600,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805C6600
SR805C6700,CZCE,SR_O,Options,CZCE,SR805,SR805C6700,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805C6700
SR805C6800,CZCE,SR_O,Options,CZCE,SR805,SR805C6800,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805C6800
bu1803,SHFE,bu,Futures,SHFE,,BU1803,SHFE,BU,FUTURES,SHFE,,2.0,20180315,SHFE.BU1803
SR805C6900,CZCE,SR_O,Options,CZCE,SR805,SR805C6900,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805C6900
SR805C7000,CZCE,SR_O,Options,CZCE,SR805,SR805C7000,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805C7000
SR805C7100,CZCE,SR_O,Options,CZCE,SR805,SR805C7100,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805C7100
SR805C7200,CZCE,SR_O,Options,CZCE,SR805,SR805C7200,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805C7200
SR805C7300,CZCE,SR_O,Options,CZCE,SR805,SR805C7300,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805C7300
SR805C7400,CZCE,SR_O,Options,CZCE,SR805,SR805C7400,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805C7400
SR805P6400,CZCE,SR_O,Options,CZCE,SR805,SR805P6400,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805P6400
SR805P6500,CZCE,SR_O,Options,CZCE,SR805,SR805P6500,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805P6500
SR805P6600,CZCE,SR_O,Options,CZCE,SR805,SR805P6600,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805P6600
SR805P6700,CZCE,SR_O,Options,CZCE,SR805,SR805P6700,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805P6700
SR805P6800,CZCE,SR_O,Options,CZCE,SR805,SR805P6800,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805P6800
SR805P6900,CZCE,SR_O,Options,CZCE,SR805,SR805P6900,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805P6900
SR805P7000,CZCE,SR_O,Options,CZCE,SR805,SR805P7000,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805P7000
SR805P7100,CZCE,SR_O,Options,CZCE,SR805,SR805P7100,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805P7100
SR805P7200,CZCE,SR_O,Options,CZCE,SR805,SR805P7200,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805P7200
SR805P7300,CZCE,SR_O,Options,CZCE,SR805,SR805P7300,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805P7300
SR805P7400,CZCE,SR_O,Options,CZCE,SR805,SR805P7400,CZCE,SR_O,OPTIONS,CZCE,SR805,0.5,20180326,CZCE.SR805P7400
SR807C6400,CZCE,SR_O,Options,CZCE,SR807,SR807C6400,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807C6400
SR807C6500,CZCE,SR_O,Options,CZCE,SR807,SR807C6500,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807C6500
SR807C6600,CZCE,SR_O,Options,CZCE,SR807,SR807C6600,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807C6600
SR807C6700,CZCE,SR_O,Options,CZCE,SR807,SR807C6700,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807C6700
SR807C6800,CZCE,SR_O,Options,CZCE,SR807,SR807C6800,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807C6800
SR809C7000,CZCE,SR_O,Options,CZCE,SR809,SR809C7000,CZCE,SR_O,OPTIONS,CZCE,SR809,0.5,20180725,CZCE.SR809C7000
SR809C7100,CZCE,SR_O,Options,CZCE,SR809,SR809C7100,CZCE,SR_O,OPTIONS,CZCE,SR809,0.5,20180725,CZCE.SR809C7100
SR807C6900,CZCE,SR_O,Options,CZCE,SR807,SR807C6900,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807C6900
SR807C7000,CZCE,SR_O,Options,CZCE,SR807,SR807C7000,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807C7000
SR807C7100,CZCE,SR_O,Options,CZCE,SR807,SR807C7100,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807C7100
SR807C7200,CZCE,SR_O,Options,CZCE,SR807,SR807C7200,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807C7200
SR807C7300,CZCE,SR_O,Options,CZCE,SR807,SR807C7300,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807C7300
SR807C7400,CZCE,SR_O,Options,CZCE,SR807,SR807C7400,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807C7400
SR807P6400,CZCE,SR_O,Options,CZCE,SR807,SR807P6400,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807P6400
SR807P6500,CZCE,SR_O,Options,CZCE,SR807,SR807P6500,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807P6500
SR807P6600,CZCE,SR_O,Options,CZCE,SR807,SR807P6600,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807P6600
SR807P6700,CZCE,SR_O,Options,CZCE,SR807,SR807P6700,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807P6700
SR807P6800,CZCE,SR_O,Options,CZCE,SR807,SR807P6800,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807P6800
SR807P6900,CZCE,SR_O,Options,CZCE,SR807,SR807P6900,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807P6900
SR807P7000,CZCE,SR_O,Options,CZCE,SR807,SR807P7000,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807P7000
SR807P7100,CZCE,SR_O,Options,CZCE,SR807,SR807P7100,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807P7100
SR807P7200,CZCE,SR_O,Options,CZCE,SR807,SR807P7200,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807P7200
SR807P7300,CZCE,SR_O,Options,CZCE,SR807,SR807P7300,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807P7300
SR807P7400,CZCE,SR_O,Options,CZCE,SR807,SR807P7400,CZCE,SR_O,OPTIONS,CZCE,SR807,0.5,20180525,CZCE.SR807P7400
SR809C6400,CZCE,SR_O,Options,CZCE,SR809,SR809C6400,CZCE,SR_O,OPTIONS,CZCE,SR809,0.5,20180725,CZCE.SR809C6400
SR809C6500,CZCE,SR_O,Options,CZCE,SR809,SR809C6500,CZCE,SR_O,OPTIONS,CZCE,SR809,0.5,20180725,CZCE.SR809C6500
SR809C6600,CZCE,SR_O,Options,CZCE,SR809,SR809C6600,CZCE,SR_O,OPTIONS,CZCE,SR809,0.5,20180725,CZCE.SR809C6600
SR809C6700,CZCE,SR_O,Options,CZCE,SR809,SR809C6700,CZCE,SR_O,OPTIONS,CZCE,SR809,0.5,20180725,CZCE.SR809C6700
SR809C6800,CZCE,SR_O,Options,CZCE,SR809,SR809C6800,CZCE,SR_O,OPTIONS,CZCE,SR809,0.5,20180725,CZCE.SR809C6800
SR809C6900,CZCE,SR_O,Options,CZCE,SR809,SR809C6900,CZCE,SR_O,OPTIONS,CZCE,SR809,0.5,20180725,CZCE.SR809C6900
m1709-C-2500,DCE,m_o,Options,DCE,m1709,M1709-C-2500,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-C-2500
m1709-P-2500,DCE,m_o,Options,DCE,m1709,M1709-P-2500,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-P-2500
m1711-C-2550,DCE,m_o,Options,DCE,m1711,M1711-C-2550,DCE,M_O,OPTIONS,DCE,M1711,0.5,20171013,DCE.M1711-C-2550
m1711-P-2550,DCE,m_o,Options,DCE,m1711,M1711-P-2550,DCE,M_O,OPTIONS,DCE,M1711,0.5,20171013,DCE.M1711-P-2550
m1801-C-2550,DCE,m_o,Options,DCE,m1801,M1801-C-2550,DCE,M_O,OPTIONS,DCE,M1801,0.5,20171207,DCE.M1801-C-2550
m1801-P-2550,DCE,m_o,Options,DCE,m1801,M1801-P-2550,DCE,M_O,OPTIONS,DCE,M1801,0.5,20171207,DCE.M1801-P-2550
hc1707,SHFE,hc,Futures,SHFE,,HC1707,SHFE,HC,FUTURES,SHFE,,1.0,20170717,SHFE.HC1707
ni1707,SHFE,ni,Futures,SHFE,,NI1707,SHFE,NI,FUTURES,SHFE,,10.0,20170717,SHFE.NI1707
sn1707,SHFE,sn,Futures,SHFE,,SN1707,SHFE,SN,FUTURES,SHFE,,10.0,20170717,SHFE.SN1707
al1707,SHFE,al,Futures,SHFE,,AL1707,SHFE,AL,FUTURES,SHFE,,5.0,20170717,SHFE.AL1707
cu1707,SHFE,cu,Futures,SHFE,,CU1707,SHFE,CU,FUTURES,SHFE,,10.0,20170717,SHFE.CU1707
zn1707,SHFE,zn,Futures,SHFE,,ZN1707,SHFE,ZN,FUTURES,SHFE,,5.0,20170717,SHFE.ZN1707
wr1707,SHFE,wr,Futures,SHFE,,WR1707,SHFE,WR,FUTURES,SHFE,,1.0,20170717,SHFE.WR1707
ag1707,SHFE,ag,Futures,SHFE,,AG1707,SHFE,AG,FUTURES,SHFE,,1.0,20170717,SHFE.AG1707
au1708,SHFE,au,Futures,SHFE,,AU1708,SHFE,AU,FUTURES,SHFE,,0.05,20170815,SHFE.AU1708
pb1707,SHFE,pb,Futures,SHFE,,PB1707,SHFE,PB,FUTURES,SHFE,,5.0,20170717,SHFE.PB1707
ru1707,SHFE,ru,Futures,SHFE,,RU1707,SHFE,RU,FUTURES,SHFE,,5.0,20170717,SHFE.RU1707
rb1707,SHFE,rb,Futures,SHFE,,RB1707,SHFE,RB,FUTURES,SHFE,,1.0,20170717,SHFE.RB1707
ru1710,SHFE,ru,Futures,SHFE,,RU1710,SHFE,RU,FUTURES,SHFE,,5.0,20171016,SHFE.RU1710
rb1710,SHFE,rb,Futures,SHFE,,RB1710,SHFE,RB,FUTURES,SHFE,,1.0,20171016,SHFE.RB1710
cu1710,SHFE,cu,Futures,SHFE,,CU1710,SHFE,CU,FUTURES,SHFE,,10.0,20171016,SHFE.CU1710
ag1710,SHFE,ag,Futures,SHFE,,AG1710,SHFE,AG,FUTURES,SHFE,,1.0,20171016,SHFE.AG1710
hc1710,SHFE,hc,Futures,SHFE,,HC1710,SHFE,HC,FUTURES,SHFE,,1.0,20171016,SHFE.HC1710
ni1710,SHFE,ni,Futures,SHFE,,NI1710,SHFE,NI,FUTURES,SHFE,,10.0,20171016,SHFE.NI1710
sn1710,SHFE,sn,Futures,SHFE,,SN1710,SHFE,SN,FUTURES,SHFE,,10.0,20171016,SHFE.SN1710
al1710,SHFE,al,Futures,SHFE,,AL1710,SHFE,AL,FUTURES,SHFE,,5.0,20171016,SHFE.AL1710
zn1710,SHFE,zn,Futures,SHFE,,ZN1710,SHFE,ZN,FUTURES,SHFE,,5.0,20171016,SHFE.ZN1710
wr1710,SHFE,wr,Futures,SHFE,,WR1710,SHFE,WR,FUTURES,SHFE,,1.0,20171016,SHFE.WR1710
pb1710,SHFE,pb,Futures,SHFE,,PB1710,SHFE,PB,FUTURES,SHFE,,5.0,20171016,SHFE.PB1710
m1711-C-2400,DCE,m_o,Options,DCE,m1711,M1711-C-2400,DCE,M_O,OPTIONS,DCE,M1711,0.5,20171013,DCE.M1711-C-2400
m1711-P-2400,DCE,m_o,Options,DCE,m1711,M1711-P-2400,DCE,M_O,OPTIONS,DCE,M1711,0.5,20171013,DCE.M1711-P-2400
m1805-C-2400,DCE,m_o,Options,DCE,m1805,M1805-C-2400,DCE,M_O,OPTIONS,DCE,M1805,0.5,20180411,DCE.M1805-C-2400
m1805-P-2400,DCE,m_o,Options,DCE,m1805,M1805-P-2400,DCE,M_O,OPTIONS,DCE,M1805,0.5,20180411,DCE.M1805-P-2400
m1709-P-2900,DCE,m_o,Options,DCE,m1709,M1709-P-2900,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-P-2900
m1709-C-2550,DCE,m_o,Options,DCE,m1709,M1709-C-2550,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-C-2550
m1709-C-2600,DCE,m_o,Options,DCE,m1709,M1709-C-2600,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-C-2600
m1709-C-2650,DCE,m_o,Options,DCE,m1709,M1709-C-2650,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-C-2650
m1709-C-2700,DCE,m_o,Options,DCE,m1709,M1709-C-2700,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-C-2700
m1709-C-2750,DCE,m_o,Options,DCE,m1709,M1709-C-2750,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-C-2750
m1709-C-2800,DCE,m_o,Options,DCE,m1709,M1709-C-2800,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-C-2800
m1709-C-2850,DCE,m_o,Options,DCE,m1709,M1709-C-2850,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-C-2850
m1709-C-2900,DCE,m_o,Options,DCE,m1709,M1709-C-2900,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-C-2900
m1709-C-2950,DCE,m_o,Options,DCE,m1709,M1709-C-2950,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-C-2950
m1709-C-3000,DCE,m_o,Options,DCE,m1709,M1709-C-3000,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-C-3000
m1709-P-2550,DCE,m_o,Options,DCE,m1709,M1709-P-2550,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-P-2550
m1709-P-2600,DCE,m_o,Options,DCE,m1709,M1709-P-2600,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-P-2600
m1709-P-2650,DCE,m_o,Options,DCE,m1709,M1709-P-2650,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-P-2650
m1709-P-2700,DCE,m_o,Options,DCE,m1709,M1709-P-2700,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-P-2700
m1709-P-2750,DCE,m_o,Options,DCE,m1709,M1709-P-2750,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-P-2750
m1709-P-2800,DCE,m_o,Options,DCE,m1709,M1709-P-2800,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-P-2800
m1709-P-2850,DCE,m_o,Options,DCE,m1709,M1709-P-2850,DCE,M_O,OPTIONS,DCE,M1709,0.5,20170807,DCE.M1709-P-2850
fu1708,SHFE,fu,Futures,SHFE,,FU1708,SHFE,FU,FUTURES,SHFE,,1.0,20170731,SHFE.FU1708
p1801,DCE,p,Futures,DCE,,P1801,DCE,P,FUTURES,DCE,,2.0,20180117,DCE.P1801
y1711,DCE,y,Futures,DCE,,Y1711,DCE,Y,FUTURES,DCE,,2.0,20171114,DCE.Y1711
v1711,DCE,v,Futures,DCE,,V1711,DCE,V,FUTURES,DCE,,5.0,20171114,DCE.V1711
bb1711,DCE,bb,Futures,DCE,,BB1711,DCE,BB,FUTURES,DCE,,0.05,20171114,DCE.BB1711
pp1711,DCE,pp,Futures,DCE,,PP1711,DCE,PP,FUTURES,DCE,,1.0,20171114,DCE.PP1711
cs1711,DCE,cs,Futures,DCE,,CS1711,DCE,CS,FUTURES,DCE,,1.0,20171114,DCE.CS1711
FG711,CZCE,FG,Futures,CZCE,,FG711,CZCE,FG,FUTURES,CZCE,,1.0,20171114,CZCE.FG711
RM711,CZCE,RM,Futures,CZCE,,RM711,CZCE,RM,FUTURES,CZCE,,1.0,20171114,CZCE.RM711
WH711,CZCE,WH,Futures,CZCE,,WH711,CZCE,WH,FUTURES,CZCE,,1.0,20171114,CZCE.WH711
PM711,CZCE,PM,Futures,CZCE,,PM711,CZCE,PM,FUTURES,CZCE,,1.0,20171114,CZCE.PM711
CF711,CZCE,CF,Futures,CZCE,,CF711,CZCE,CF,FUTURES,CZCE,,5.0,20171114,CZCE.CF711
TA711,CZCE,TA,Futures,CZCE,,TA711,CZCE,TA,FUTURES,CZCE,,2.0,20171114,CZCE.TA711
SR805,CZCE,SR,Futures,CZCE,,SR805,CZCE,SR,FUTURES,CZCE,,1.0,20180515,CZCE.SR805
a1805,DCE,a,Futures,DCE,,A1805,DCE,A,FUTURES,DCE,,1.0,20180516,DCE.A1805
b1711,DCE,b,Futures,DCE,,B1711,DCE,B,FUTURES,DCE,,1.0,20171114,DCE.B1711
